exp_label,turn_index,group_label,input_tokens,prefix_hit_tokens,computation_tokens,blocking_ms,prefill_ms,kv_history_tokens,resident_kv_mib,prefill_baseline_ms,prefill_residual_ms,prefill_cost_per_token,kv_bin
exp1,2,Group1,2240.0,48.0,2192.0,0.3282,7102.8744600043865,2100.0,65.625,365.3333333333333,6737.5411266710535,3.240362436133388,Low KV
exp1,2,Group1,2240.0,48.0,2192.0,0.4002,7102.8744600043865,2100.0,65.625,365.3333333333333,6737.5411266710535,3.240362436133388,Low KV
exp1,2,Group1,2240.0,48.0,2192.0,0.345,7102.8744600043865,2100.0,65.625,365.3333333333333,6737.5411266710535,3.240362436133388,Low KV
exp1,2,Group2,613.0,48.0,565.0,0.278,7102.8744600043865,561.0,17.53125,94.16666666666666,7008.7077933377195,12.571459221246702,Low KV
exp1,2,Group2,613.0,48.0,565.0,2484.607,9413.168665996636,561.0,17.53125,94.16666666666666,9319.00199932997,16.660475515038293,Low KV
exp1,2,Group2,812.0,48.0,764.0,2484.5564,9413.168665996636,568.0,17.75,127.33333333333333,9285.835332663302,12.320901395283554,Low KV
exp1,2,Group2,613.0,32.0,581.0,0.0483,3238.3888869953807,561.0,17.53125,96.83333333333333,3141.5555536620473,5.573819082608228,Low KV
exp1,2,Group2,811.0,48.0,763.0,2484.54,9413.168665996636,567.0,17.71875,127.16666666666666,9286.00199932997,12.337049365657453,Low KV
exp1,3,Group1,4554.0,2240.0,2314.0,9659.6002,18155.51668300759,4290.0,134.0625,385.66666666666663,17769.850016340923,7.84594497969213,Mid KV
exp1,3,Group1,4554.0,2240.0,2314.0,0.3182,10044.01651500666,4290.0,134.0625,385.66666666666663,9658.349848339994,4.340543005620856,Mid KV
exp1,3,Group2,1571.0,800.0,771.0,9659.617,18155.51668300759,1325.0,41.40625,128.5,18027.01668300759,23.54801126200725,Low KV
exp1,3,Group2,1571.0,800.0,771.0,384.6245,19591.160259005846,1325.0,41.40625,128.5,19462.660259005846,25.41006518677801,Low KV
exp1,3,Group1,4553.0,2224.0,2329.0,9659.6688,18155.51668300759,4289.0,134.03125,388.16666666666663,17767.350016340923,7.795412916705707,Mid KV
exp1,3,Group2,2204.0,1680.0,524.0,9659.6344,18155.51668300759,2199.0,68.71875,87.33333333333333,18068.18334967426,34.647932601159525,Low KV
exp1,3,Group2,1269.0,608.0,661.0,0.0481,290.0193060049787,1127.0,35.21875,110.16666666666666,179.85263933831206,0.4387584054538256,Low KV
exp1,3,Group2,1270.0,608.0,662.0,0.245,10044.01651500666,1128.0,35.25,110.33333333333333,9933.683181673327,15.172230385206436,Low KV
exp1,3,Group1,5103.0,2912.0,2191.0,0.1527,10044.01651500666,4972.0,155.375,365.16666666666663,9678.849848339994,4.584215661801306,Mid KV
exp1,3,Group2,1571.0,800.0,771.0,0.2622,10044.01651500666,1325.0,41.40625,128.5,9915.51651500666,13.027258774327706,Low KV
exp1,3,Group2,2257.0,1728.0,529.0,0.1697,10044.01651500666,2250.0,70.3125,88.16666666666666,9955.849848339994,18.98679870511656,Low KV
exp1,3,Group2,1269.0,608.0,661.0,384.7084,19591.160259005846,1127.0,35.21875,110.16666666666666,19480.99359233918,29.63866907565181,Low KV
exp1,3,Group1,4553.0,2224.0,2329.0,0.3424,10044.01651500666,4289.0,134.03125,388.16666666666663,9655.849848339994,4.312587597684268,Mid KV
exp1,3,Group2,1572.0,800.0,772.0,0.0079,646.8679199897451,1326.0,41.4375,128.66666666666666,518.2012533230785,0.8379118134582191,Low KV
exp1,3,Group2,1269.0,608.0,661.0,0.2988,10044.01651500666,1127.0,35.21875,110.16666666666666,9933.849848339994,15.195183835108413,Low KV
exp1,3,Group2,1269.0,608.0,661.0,0.2801,10044.01651500666,1127.0,35.21875,110.16666666666666,9933.849848339994,15.195183835108413,Low KV
exp1,3,Group1,4554.0,2240.0,2314.0,384.6914,19591.160259005846,4290.0,134.0625,385.66666666666663,19205.49359233918,8.466361391100193,Mid KV
exp1,3,Group1,4866.0,2544.0,2322.0,0.1801,19591.160259005846,4599.0,143.71875,387.0,19204.160259005846,8.437192187341019,Mid KV
exp1,3,Group2,1269.0,608.0,661.0,0.2273,10044.01651500666,1127.0,35.21875,110.16666666666666,9933.849848339994,15.195183835108413,Low KV
exp1,3,Group1,4543.0,2352.0,2191.0,0.1871,10044.01651500666,4417.0,138.03125,365.16666666666663,9678.849848339994,4.584215661801306,Mid KV
exp1,3,Group2,1269.0,608.0,661.0,0.0192,646.8679199897451,1127.0,35.21875,110.16666666666666,536.7012533230785,0.9786201512704162,Low KV
exp1,3,Group2,1269.0,608.0,661.0,384.6582,19591.160259005846,1127.0,35.21875,110.16666666666666,19480.99359233918,29.63866907565181,Low KV
exp1,3,Group1,4340.0,2144.0,2196.0,384.6749,19591.160259005846,4198.0,131.1875,366.0,19225.160259005846,8.921293378417962,Mid KV
exp1,3,Group2,1268.0,608.0,660.0,0.1374,19591.160259005846,1126.0,35.1875,110.0,19481.160259005846,29.683576150008857,Low KV
exp1,3,Group1,4867.0,2720.0,2147.0,0.1357,19975.749916004133,4781.0,149.40625,357.8333333333333,19617.9165826708,9.30402883838106,Mid KV
exp1,3,Group2,1270.0,608.0,662.0,384.6055,19591.160259005846,1128.0,35.25,110.33333333333333,19480.826925672514,29.59389767221427,Low KV
exp1,3,Group1,4554.0,2240.0,2314.0,0.156,19591.160259005846,4290.0,134.0625,385.66666666666663,19205.49359233918,8.466361391100193,Mid KV
exp1,3,Group1,5029.0,2944.0,2085.0,9659.5835,18155.51668300759,4997.0,156.15625,347.5,17808.01668300759,8.70768186235376,Mid KV
exp1,3,Group1,4554.0,2240.0,2314.0,0.1189,27815.084180008853,4290.0,134.0625,385.66666666666663,27429.417513342185,12.020347528093714,Mid KV
exp1,3,Group1,4554.0,2240.0,2314.0,9659.6512,18155.51668300759,4290.0,134.0625,385.66666666666663,17769.850016340923,7.84594497969213,Mid KV
exp1,3,Group1,4866.0,2544.0,2322.0,384.6413,19591.160259005846,4599.0,143.71875,387.0,19204.160259005846,8.437192187341019,Mid KV
exp1,3,Group1,4554.0,2240.0,2314.0,0.2049,10044.01651500666,4290.0,134.0625,385.66666666666663,9658.349848339994,4.340543005620856,Mid KV
exp1,4,Group1,6841.0,4544.0,2297.0,2433.7605,31460.37068699661,6604.0,206.375,382.8333333333333,31077.53735366328,13.696286759685073,High KV
exp1,4,Group2,2004.0,1264.0,740.0,0.2361,18155.8684160118,1784.0,55.75,123.33333333333333,18032.535082678467,24.534957318934865,Low KV
exp1,4,Group2,2005.0,1264.0,741.0,0.1055,6145.014487003209,1785.0,55.78125,123.5,6021.514487003209,8.292867053985438,Low KV
exp1,4,Group2,2169.0,1568.0,601.0,0.0509,6145.014487003209,2084.0,65.125,100.16666666666666,6044.847820336542,10.224649728790697,Low KV
exp1,4,Group2,2169.0,1568.0,601.0,0.1488,6145.014487003209,2084.0,65.125,100.16666666666666,6044.847820336542,10.224649728790697,Low KV
exp1,4,Group2,2005.0,1264.0,741.0,0.016,6145.014487003209,1785.0,55.78125,123.5,6021.514487003209,8.292867053985438,Low KV
exp1,4,Group2,2004.0,1264.0,740.0,2433.8277,31460.37068699661,1784.0,55.75,123.33333333333333,31337.03735366328,42.51401444188731,Low KV
exp1,4,Group2,2860.0,2256.0,604.0,0.2024,33894.0811400098,2771.0,86.59375,100.66666666666666,33793.41447334314,56.116028377499674,Mid KV
exp1,4,Group2,2004.0,1264.0,740.0,2433.8947,31460.37068699661,1784.0,55.75,123.33333333333333,31337.03735366328,42.51401444188731,Low KV
exp1,4,Group1,6925.0,4864.0,2061.0,0.3832,18155.8684160118,6915.0,216.09375,343.5,17812.3684160118,8.809252021354585,High KV
exp1,4,Group2,2002.0,1264.0,738.0,0.2194,18155.8684160118,1782.0,55.6875,123.0,18032.8684160118,24.60144771817317,Low KV
exp1,4,Group1,6951.0,4864.0,2087.0,0.0682,6145.014487003209,6917.0,216.15625,347.8333333333333,5797.181153669876,2.944424766173076,High KV
exp1,4,Group1,6841.0,4544.0,2297.0,2433.7774,31460.37068699661,6604.0,206.375,382.8333333333333,31077.53735366328,13.696286759685073,High KV
exp1,4,Group1,6840.0,4544.0,2296.0,2433.8108,31460.37068699661,6603.0,206.34375,382.66666666666663,31077.704020329944,13.70225204137483,Mid KV
exp1,4,Group2,2004.0,1264.0,740.0,0.1244,6145.014487003209,1784.0,55.75,123.33333333333333,6021.681153669876,8.304073631085418,Low KV
exp1,4,Group1,7181.0,5088.0,2093.0,0.3039,18155.8684160118,7151.0,223.46875,348.8333333333333,17807.035082678467,8.674566849503965,High KV
exp1,4,Group1,6951.0,4544.0,2407.0,0.2871,18155.8684160118,6593.0,206.03125,401.16666666666663,17754.70174934513,7.542944917329372,Mid KV
exp1,4,Group2,2004.0,1264.0,740.0,18156.0699,18352.4367659993,1784.0,55.75,123.33333333333333,18229.10343266597,24.80059022432338,Low KV
exp1,4,Group1,6611.0,4336.0,2275.0,0.033,6145.014487003209,6391.0,199.71875,379.16666666666663,5765.847820336542,2.7011052690123996,Mid KV
exp1,4,Group1,6841.0,4544.0,2297.0,2433.8777,31460.37068699661,6604.0,206.375,382.8333333333333,31077.53735366328,13.696286759685073,High KV
exp1,4,Group1,7274.0,5024.0,2250.0,0.2704,18155.8684160118,7078.0,221.1875,375.0,17780.8684160118,8.069274851560799,High KV
exp1,4,Group2,2004.0,1264.0,740.0,0.3399,18155.8684160118,1784.0,55.75,123.33333333333333,18032.535082678467,24.534957318934865,Low KV
exp1,4,Group2,2171.0,1568.0,603.0,0.0867,6145.014487003209,2086.0,65.1875,100.5,6044.514487003209,10.190737126041807,Low KV
exp1,4,Group1,6840.0,4544.0,2296.0,2433.7439,34074.779655988095,6603.0,206.34375,382.66666666666663,33692.11298932143,14.84093190591816,Mid KV
exp1,4,Group1,6841.0,4544.0,2297.0,2433.8613,31460.37068699661,6604.0,206.375,382.8333333333333,31077.53735366328,13.696286759685073,High KV
exp1,4,Group1,6841.0,4544.0,2297.0,2433.7938,31460.37068699661,6604.0,206.375,382.8333333333333,31077.53735366328,13.696286759685073,High KV
exp1,4,Group1,6840.0,4544.0,2296.0,0.3215,18155.8684160118,6603.0,206.34375,382.66666666666663,17773.20174934513,7.90760819512709,Mid KV
exp1,4,Group1,6840.0,4544.0,2296.0,0.0078,8537.046829995234,6603.0,206.34375,382.66666666666663,8154.380163328567,3.7182259712522794,Mid KV
exp1,4,Group2,2725.0,2192.0,533.0,0.2531,18155.8684160118,2718.0,84.9375,88.83333333333333,18067.035082678467,34.06354299439362,Low KV
exp1,4,Group1,6926.0,4864.0,2062.0,0.3592,18155.8684160118,6916.0,216.125,343.66666666666663,17812.20174934513,8.8049798331774,High KV
exp1,4,Group2,2169.0,1568.0,601.0,0.0492,388.06630999897607,2084.0,65.125,100.16666666666666,287.89964333230944,0.6457010149733379,Low KV
exp1,4,Group2,2004.0,1264.0,740.0,2433.8443,31460.37068699661,1784.0,55.75,123.33333333333333,31337.03735366328,42.51401444188731,Low KV
exp1,5,Group1,9351.0,7264.0,2087.0,0.0287,25782.201181005803,9324.0,291.375,347.8333333333333,25434.36784767247,12.353714030189652,High KV
exp1,5,Group1,8974.0,6832.0,2142.0,0.1393,31581.59274799982,8890.0,277.8125,357.0,31224.59274799982,14.743974205415416,High KV
exp1,5,Group2,2710.0,2000.0,710.0,0.2619,16573.10175499879,2518.0,78.6875,118.33333333333333,16454.768421665456,23.342396838026463,Low KV
exp1,5,Group2,2746.0,2160.0,586.0,0.0619,431.2187950126827,2683.0,83.84375,97.66666666666666,333.55212834601605,0.7358682508748852,Low KV
exp1,5,Group2,2746.0,2160.0,586.0,0.2039,31581.59274799982,2683.0,83.84375,97.66666666666666,31483.926081333153,53.89350298293485,Low KV
exp1,5,Group2,3280.0,2720.0,560.0,0.0848,16573.10175499879,3239.0,101.21875,93.33333333333333,16479.768421665456,29.594824562497838,Mid KV
exp1,5,Group2,3392.0,2848.0,544.0,0.19,16573.10175499879,3374.0,105.4375,90.66666666666666,16482.43508833212,30.46526057904189,Mid KV
exp1,5,Group2,2746.0,2160.0,586.0,0.0135,25782.201181005803,2683.0,83.84375,97.66666666666666,25684.534514339135,43.99693034301332,Low KV
exp1,5,Group2,2710.0,2000.0,710.0,0.0679,16573.10175499879,2518.0,78.6875,118.33333333333333,16454.768421665456,23.342396838026463,Low KV
exp1,5,Group2,2710.0,2000.0,710.0,0.1018,16573.10175499879,2518.0,78.6875,118.33333333333333,16454.768421665456,23.342396838026463,Low KV
exp1,5,Group2,2710.0,2000.0,710.0,0.0333,16573.10175499879,2518.0,78.6875,118.33333333333333,16454.768421665456,23.342396838026463,Low KV
exp1,5,Group2,2710.0,2000.0,710.0,0.1028,31581.59274799982,2518.0,78.6875,118.33333333333333,31463.25941466649,44.481116546478624,Low KV
exp1,5,Group1,8994.0,6912.0,2082.0,0.0851,31581.59274799982,8976.0,280.5,347.0,31234.59274799982,15.168872597502315,High KV
exp1,5,Group2,2711.0,2000.0,711.0,0.1728,16573.10175499879,2519.0,78.71875,118.5,16454.60175499879,23.309566462726846,Low KV
exp1,5,Group2,2707.0,2000.0,707.0,0.1192,16573.10175499879,2515.0,78.59375,117.83333333333333,16455.268421665456,23.441445198018087,Low KV
exp1,5,Group1,8975.0,6832.0,2143.0,0.1558,16573.10175499879,8891.0,277.84375,357.16666666666663,16215.935088332122,7.733598579094162,High KV
exp1,5,Group2,2710.0,2000.0,710.0,0.1387,16573.10175499879,2518.0,78.6875,118.33333333333333,16454.768421665456,23.342396838026463,Low KV
exp1,5,Group1,9174.0,6944.0,2230.0,0.1206,31581.59274799982,9001.0,281.28125,371.66666666666663,31209.926081333153,14.162149214349695,High KV
exp1,5,Group1,8973.0,6832.0,2141.0,0.1581,31581.59274799982,8889.0,277.78125,356.8333333333333,31224.75941466649,14.750860695002252,High KV
exp1,5,Group2,2710.0,2000.0,710.0,0.2428,16573.10175499879,2518.0,78.6875,118.33333333333333,16454.768421665456,23.342396838026463,Low KV
exp1,5,Group1,9240.0,7168.0,2072.0,0.2075,16573.10175499879,9229.0,288.40625,345.3333333333333,16227.768421665454,7.998601233107523,High KV
exp1,5,Group1,8974.0,6832.0,2142.0,0.0163,25854.750758997397,8890.0,277.8125,357.0,25497.750758997397,12.070378505601026,High KV
exp1,5,Group2,2746.0,2160.0,586.0,0.0202,25782.201181005803,2683.0,83.84375,97.66666666666666,25684.534514339135,43.99693034301332,Low KV
exp1,5,Group2,2710.0,2000.0,710.0,0.0504,16573.10175499879,2518.0,78.6875,118.33333333333333,16454.768421665456,23.342396838026463,Low KV
exp1,5,Group1,9047.0,6944.0,2103.0,0.1781,31581.59274799982,9001.0,281.28125,350.5,31231.09274799982,15.017400260580038,High KV
exp1,5,Group1,8975.0,6832.0,2143.0,0.2248,16573.10175499879,8891.0,277.84375,357.16666666666663,16215.935088332122,7.733598579094162,High KV
exp1,5,Group1,8975.0,6832.0,2143.0,9281.3956,28484.428669005865,8891.0,277.84375,357.16666666666663,28127.262002339197,13.291847255719022,High KV
exp1,5,Group1,8853.0,6608.0,2245.0,0.0339,37765.807457995834,8661.0,270.65625,374.16666666666663,37391.64079132917,16.822185950109503,High KV
exp1,5,Group1,8974.0,6832.0,2142.0,0.0508,31581.59274799982,8890.0,277.8125,357.0,31224.59274799982,14.743974205415416,High KV
exp1,5,Group1,8975.0,6832.0,2143.0,0.007,25782.201181005803,8891.0,277.84375,357.16666666666663,25425.034514339135,12.030891825014374,High KV
exp1,5,Group1,8992.0,6912.0,2080.0,0.2867,16573.10175499879,8974.0,280.4375,346.66666666666663,16226.435088332122,7.967837382210956,High KV
exp1,5,Group1,8974.0,6832.0,2142.0,0.0678,31581.59274799982,8890.0,277.8125,357.0,31224.59274799982,14.743974205415416,High KV
exp1,6,Group1,11168.0,8960.0,2208.0,25895.7176,41982.99343700637,11024.0,344.5,368.0,41614.99343700637,19.01403688270216,High KV
exp1,6,Group2,3389.0,2704.0,685.0,0.5458,25895.382476999657,3224.0,100.75,114.16666666666666,25781.21581033299,37.80347806861264,Mid KV
exp1,6,Group2,3402.0,2736.0,666.0,58.5424,48991.942451000796,3259.0,101.84375,111.0,48880.942451000796,73.56147515165284,Mid KV
exp1,6,Group2,3403.0,2736.0,667.0,58.5753,48991.942451000796,3260.0,101.875,111.16666666666666,48880.77578433413,73.45118808245996,Mid KV
exp1,6,Group2,3389.0,2704.0,685.0,0.3606,49050.26831700525,3224.0,100.75,114.16666666666666,48936.10165033858,71.60623111971569,Mid KV
exp1,6,Group2,3386.0,2704.0,682.0,58.6687,48991.942451000796,3221.0,100.65625,113.66666666666666,48878.27578433413,71.83569274340293,Mid KV
exp1,6,Group2,3972.0,3392.0,580.0,58.6265,48991.942451000796,3904.0,122.0,96.66666666666666,48895.27578433413,84.46886629482896,Mid KV
exp1,6,Group2,3389.0,2704.0,685.0,58.6511,48991.942451000796,3224.0,100.75,114.16666666666666,48877.77578433413,71.52108387007415,Mid KV
exp1,6,Group2,3389.0,48.0,3341.0,25895.7012,41982.99343700637,3224.0,100.75,556.8333333333333,41426.160103673035,12.565996239750485,Mid KV
exp1,6,Group1,11309.0,8992.0,2317.0,0.467,25895.382476999657,11042.0,345.0625,386.16666666666663,25509.21581033299,11.17625484548971,High KV
exp1,6,Group1,11169.0,8960.0,2209.0,58.458,67820.35291600914,11025.0,344.53125,368.16666666666663,67452.18624934247,30.701834728840716,High KV
exp1,6,Group1,11168.0,8960.0,2208.0,0.4151,25895.382476999657,11024.0,344.5,368.0,25527.382476999657,11.727981194293323,High KV
exp1,6,Group2,3403.0,2736.0,667.0,25895.7668,41982.99343700637,3260.0,101.875,111.16666666666666,41871.82677033971,62.94301864618647,Mid KV
exp1,6,Group1,11475.0,9344.0,2131.0,58.5923,48991.942451000796,11400.0,356.25,355.16666666666663,48636.77578433413,22.99011846597879,High KV
exp1,6,Group1,11197.0,9040.0,2157.0,0.4323,25895.382476999657,11097.0,346.78125,359.5,25535.882476999657,12.005276994436558,High KV
exp1,6,Group1,11311.0,8992.0,2319.0,25895.7838,41982.99343700637,11044.0,345.125,386.5,41596.49343700637,18.103921275121333,High KV
exp1,6,Group1,11168.0,8960.0,2208.0,0.0287,4012.0040830079233,11024.0,344.5,368.0,3644.0040830079233,1.8170308346956174,High KV
exp1,6,Group2,3389.0,2704.0,685.0,58.4912,48991.942451000796,3224.0,100.75,114.16666666666666,48877.77578433413,71.52108387007415,Mid KV
exp1,6,Group1,11168.0,8960.0,2208.0,58.5078,48991.942451000796,11024.0,344.5,368.0,48623.942451000796,22.188379733243114,High KV
exp1,6,Group1,11167.0,8960.0,2207.0,25895.8004,41982.99343700637,11023.0,344.46875,367.8333333333333,41615.160103673035,19.022652214320967,High KV
exp1,6,Group1,11440.0,9168.0,2272.0,0.5033,25895.382476999657,11224.0,350.75,378.66666666666663,25516.71581033299,11.39761552684844,High KV
exp1,6,Group1,11346.0,9232.0,2114.0,0.5222,25895.382476999657,11289.0,352.78125,352.3333333333333,25543.049143666325,12.249471370387727,High KV
exp1,6,Group1,11169.0,8960.0,2209.0,58.5258,48991.942451000796,11025.0,344.53125,368.16666666666663,48623.77578433413,22.17833519737474,High KV
exp1,6,Group1,11068.0,8848.0,2220.0,25895.734,41982.99343700637,10903.0,340.71875,370.0,41612.99343700637,18.911258304957826,High KV
exp1,6,Group1,11168.0,8960.0,2208.0,58.6095,48991.942451000796,11024.0,344.5,368.0,48623.942451000796,22.188379733243114,High KV
