exp_label,turn_index,tenant_id,group_label,input_tokens,prefix_hit_tokens,computation_tokens,kv_history_tokens,resident_kv_mib,prefill_ms,baseline_prefill_ms,prefill_residual_ms,prefill_cost_per_token,batch_total_input_tokens,batch_total_computation_tokens,batch_total_resident_kv_mib,batch_group1_resident_kv_mib,batch_group2_resident_kv_mib,batch_estimated_prefill_rounds,peer_mean_resident_kv_mib,peer_mean_computation_tokens,batch_pressure_bin
exp1,1,23,Group2,47.0,32.0,15.0,0.0,0.0,361.8876120017376,2.5,359.3876120017376,24.12584080011584,5540.0,3620.0,0.0,0.0,0.0,1,0.0,116.29032258064517,Low
exp1,1,14,Group1,50.0,48.0,2.0,0.0,0.0,361.8876120017376,0.3333333333333333,361.55427866840427,180.9438060008688,5540.0,3620.0,0.0,0.0,0.0,1,0.0,116.70967741935483,Low
exp1,1,22,Group2,47.0,32.0,15.0,0.0,0.0,361.8876120017376,2.5,359.3876120017376,24.12584080011584,5540.0,3620.0,0.0,0.0,0.0,1,0.0,116.29032258064517,Low
exp1,1,10,Group1,50.0,48.0,2.0,0.0,0.0,361.8876120017376,0.3333333333333333,361.55427866840427,180.9438060008688,5540.0,3620.0,0.0,0.0,0.0,1,0.0,116.70967741935483,Low
exp1,1,20,Group2,47.0,32.0,15.0,0.0,0.0,361.8876120017376,2.5,359.3876120017376,24.12584080011584,5540.0,3620.0,0.0,0.0,0.0,1,0.0,116.29032258064517,Low
exp1,1,28,Group2,586.0,0.0,586.0,0.0,0.0,361.8876120017376,97.66666666666666,264.22094533507095,0.6175556518800983,5540.0,3620.0,0.0,0.0,0.0,1,0.0,97.87096774193549,Low
exp1,1,7,Group1,50.0,0.0,50.0,0.0,0.0,361.8876120017376,8.333333333333332,353.55427866840427,7.237752240034752,5540.0,3620.0,0.0,0.0,0.0,1,0.0,115.16129032258064,Low
exp1,1,5,Group1,69.0,0.0,69.0,0.0,0.0,361.8876120017376,11.5,350.3876120017376,5.244748000025182,5540.0,3620.0,0.0,0.0,0.0,1,0.0,114.54838709677419,Low
exp1,1,6,Group1,840.0,0.0,840.0,0.0,0.0,231.47081800561864,140.0,91.47081800561864,0.2755604976257365,5540.0,3620.0,0.0,0.0,0.0,1,0.0,89.6774193548387,Low
exp1,1,1,Group1,636.0,0.0,636.0,0.0,0.0,361.8876120017376,106.0,255.88761200173758,0.569005679248015,5540.0,3620.0,0.0,0.0,0.0,1,0.0,96.25806451612904,Low
exp1,1,9,Group1,50.0,48.0,2.0,0.0,0.0,361.8876120017376,0.3333333333333333,361.55427866840427,180.9438060008688,5540.0,3620.0,0.0,0.0,0.0,1,0.0,116.70967741935483,Low
exp1,1,2,Group1,840.0,832.0,8.0,0.0,0.0,361.8876120017376,1.3333333333333333,360.55427866840427,45.2359515002172,5540.0,3620.0,0.0,0.0,0.0,1,0.0,116.51612903225806,Low
exp1,1,4,Group1,243.0,0.0,243.0,0.0,0.0,361.8876120017376,40.5,321.3876120017376,1.489249432105916,5540.0,3620.0,0.0,0.0,0.0,1,0.0,108.93548387096774,Low
exp1,1,16,Group1,47.0,32.0,15.0,0.0,0.0,361.8876120017376,2.5,359.3876120017376,24.12584080011584,5540.0,3620.0,0.0,0.0,0.0,1,0.0,116.29032258064517,Low
exp1,1,12,Group1,50.0,48.0,2.0,0.0,0.0,361.8876120017376,0.3333333333333333,361.55427866840427,180.9438060008688,5540.0,3620.0,0.0,0.0,0.0,1,0.0,116.70967741935483,Low
exp1,1,13,Group1,50.0,48.0,2.0,0.0,0.0,361.8876120017376,0.3333333333333333,361.55427866840427,180.9438060008688,5540.0,3620.0,0.0,0.0,0.0,1,0.0,116.70967741935483,Low
exp1,1,8,Group1,50.0,48.0,2.0,0.0,0.0,361.8876120017376,0.3333333333333333,361.55427866840427,180.9438060008688,5540.0,3620.0,0.0,0.0,0.0,1,0.0,116.70967741935483,Low
exp1,1,3,Group1,243.0,240.0,3.0,0.0,0.0,361.8876120017376,0.5,361.3876120017376,120.6292040005792,5540.0,3620.0,0.0,0.0,0.0,1,0.0,116.6774193548387,Low
exp1,1,15,Group1,49.0,48.0,1.0,0.0,0.0,361.8876120017376,0.16666666666666666,361.7209453350709,361.8876120017376,5540.0,3620.0,0.0,0.0,0.0,1,0.0,116.74193548387096,Low
exp1,1,27,Group2,905.0,0.0,905.0,0.0,0.0,361.8876120017376,150.83333333333331,211.05427866840427,0.3998758143665609,5540.0,3620.0,0.0,0.0,0.0,1,0.0,87.58064516129032,Low
exp1,1,21,Group2,47.0,32.0,15.0,0.0,0.0,361.8876120017376,2.5,359.3876120017376,24.12584080011584,5540.0,3620.0,0.0,0.0,0.0,1,0.0,116.29032258064517,Low
exp1,1,19,Group2,47.0,32.0,15.0,0.0,0.0,361.8876120017376,2.5,359.3876120017376,24.12584080011584,5540.0,3620.0,0.0,0.0,0.0,1,0.0,116.29032258064517,Low
exp1,2,14,Group1,2240.0,48.0,2192.0,2100.0,65.625,7102.8744600043865,365.3333333333333,6737.5411266710535,3.240362436133388,51168.0,45728.0,1455.0625,1130.15625,324.90625,6,44.82056451612903,1404.3870967741937,Extra
exp1,2,28,Group2,1685.0,576.0,1109.0,1100.0,34.375,5311.355782003375,184.83333333333331,5126.522448670042,4.789319911635144,51168.0,45728.0,1455.0625,1130.15625,324.90625,6,45.828629032258064,1439.3225806451612,Extra
exp1,2,22,Group2,613.0,48.0,565.0,561.0,17.53125,9413.168665996636,94.16666666666666,9319.00199932997,16.660475515038293,51168.0,45728.0,1455.0625,1130.15625,324.90625,6,46.371975806451616,1456.8709677419354,Extra
exp1,2,26,Group2,613.0,48.0,565.0,561.0,17.53125,5311.355782003375,94.16666666666666,5217.189115336708,9.40062970266084,51168.0,45728.0,1455.0625,1130.15625,324.90625,6,46.371975806451616,1456.8709677419354,Extra
exp1,2,27,Group2,1736.0,896.0,840.0,1418.0,44.3125,3238.3888869953807,140.0,3098.3888869953807,3.8552248654706913,51168.0,45728.0,1455.0625,1130.15625,324.90625,6,45.50806451612903,1448.0,Extra
exp1,2,25,Group2,613.0,48.0,565.0,561.0,17.53125,3238.3888869953807,94.16666666666666,3144.2222203287142,5.7316617468944795,51168.0,45728.0,1455.0625,1130.15625,324.90625,6,46.371975806451616,1456.8709677419354,Extra
exp1,2,30,Group2,811.0,48.0,763.0,567.0,17.71875,7102.8744600043865,127.16666666666666,6975.7077933377195,9.309140838799982,51168.0,45728.0,1455.0625,1130.15625,324.90625,6,46.36592741935484,1450.483870967742,Extra
exp1,2,21,Group2,613.0,48.0,565.0,561.0,17.53125,9413.168665996636,94.16666666666666,9319.00199932997,16.660475515038293,51168.0,45728.0,1455.0625,1130.15625,324.90625,6,46.371975806451616,1456.8709677419354,Extra
exp1,2,17,Group2,613.0,48.0,565.0,561.0,17.53125,5311.355782003375,94.16666666666666,5217.189115336708,9.40062970266084,51168.0,45728.0,1455.0625,1130.15625,324.90625,6,46.371975806451616,1456.8709677419354,Extra
exp1,2,32,Group2,811.0,48.0,763.0,567.0,17.71875,9413.168665996636,127.16666666666666,9286.00199932997,12.337049365657453,51168.0,45728.0,1455.0625,1130.15625,324.90625,6,46.36592741935484,1450.483870967742,Extra
exp1,2,19,Group2,613.0,48.0,565.0,561.0,17.53125,9930.177299000206,94.16666666666666,9836.01063233354,17.57553504247824,51168.0,45728.0,1455.0625,1130.15625,324.90625,6,46.371975806451616,1456.8709677419354,Extra
exp1,2,23,Group2,613.0,48.0,565.0,561.0,17.53125,7102.8744600043865,94.16666666666666,7008.7077933377195,12.571459221246702,51168.0,45728.0,1455.0625,1130.15625,324.90625,6,46.371975806451616,1456.8709677419354,Extra
exp1,2,5,Group1,2367.0,64.0,2303.0,2119.0,66.21875,787.5461780058686,383.8333333333333,403.71284467253525,0.3419653399938639,51168.0,45728.0,1455.0625,1130.15625,324.90625,6,44.801411290322584,1400.8064516129032,Extra
exp1,2,13,Group1,2240.0,48.0,2192.0,2100.0,65.625,3238.3888869953807,365.3333333333333,2873.0555536620473,1.4773671929723453,51168.0,45728.0,1455.0625,1130.15625,324.90625,6,44.82056451612903,1404.3870967741937,Extra
exp1,2,4,Group1,2549.0,240.0,2309.0,2293.0,71.65625,7102.8744600043865,384.8333333333333,6718.0411266710535,3.076169103509912,51168.0,45728.0,1455.0625,1130.15625,324.90625,6,44.62600806451613,1400.6129032258063,Extra
exp1,2,12,Group1,2239.0,48.0,2191.0,2099.0,65.59375,9413.168665996636,365.16666666666663,9048.00199932997,4.296288756730551,51168.0,45728.0,1455.0625,1130.15625,324.90625,6,44.82157258064516,1404.4193548387098,Extra
exp1,2,6,Group1,2922.0,832.0,2090.0,2890.0,90.3125,3238.3888869953807,348.3333333333333,2890.0555536620473,1.5494683669834357,51168.0,45728.0,1455.0625,1130.15625,324.90625,6,44.024193548387096,1407.6774193548388,Extra
exp1,2,7,Group1,2240.0,48.0,2192.0,2100.0,65.625,9413.168665996636,365.3333333333333,9047.835332663302,4.294328770983867,51168.0,45728.0,1455.0625,1130.15625,324.90625,6,44.82056451612903,1404.3870967741937,Extra
exp1,2,15,Group1,2239.0,48.0,2191.0,2099.0,65.59375,7102.8744600043865,365.16666666666663,6737.7077933377195,3.241841378368045,51168.0,45728.0,1455.0625,1130.15625,324.90625,6,44.82157258064516,1404.4193548387098,Extra
exp1,2,16,Group1,2149.0,48.0,2101.0,2097.0,65.53125,3238.3888869953807,350.16666666666663,2888.2222203287142,1.5413559671562973,51168.0,45728.0,1455.0625,1130.15625,324.90625,6,44.823588709677416,1407.3225806451612,Extra
exp1,2,2,Group1,2947.0,832.0,2115.0,2890.0,90.3125,9413.168665996636,352.5,9060.668665996636,4.450670764064603,51168.0,45728.0,1455.0625,1130.15625,324.90625,6,44.024193548387096,1406.8709677419354,Extra
exp1,2,9,Group1,2240.0,48.0,2192.0,2100.0,65.625,9413.168665996636,365.3333333333333,9047.835332663302,4.294328770983867,51168.0,45728.0,1455.0625,1130.15625,324.90625,6,44.82056451612903,1404.3870967741937,Extra
exp1,2,3,Group1,2549.0,240.0,2309.0,2293.0,71.65625,9413.168665996636,384.8333333333333,9028.335332663302,4.076729608487066,51168.0,45728.0,1455.0625,1130.15625,324.90625,6,44.62600806451613,1400.6129032258063,Extra
exp1,2,1,Group1,2731.0,624.0,2107.0,2685.0,83.90625,11897.547123997356,351.16666666666663,11546.38045733069,5.646676375888636,51168.0,45728.0,1455.0625,1130.15625,324.90625,6,44.23084677419355,1407.1290322580646,Extra
exp1,2,10,Group1,2240.0,48.0,2192.0,2100.0,65.625,7102.8744600043865,365.3333333333333,6737.5411266710535,3.240362436133388,51168.0,45728.0,1455.0625,1130.15625,324.90625,6,44.82056451612903,1404.3870967741937,Extra
exp1,2,11,Group1,2240.0,48.0,2192.0,2100.0,65.625,7102.8744600043865,365.3333333333333,6737.5411266710535,3.240362436133388,51168.0,45728.0,1455.0625,1130.15625,324.90625,6,44.82056451612903,1404.3870967741937,Extra
exp1,2,8,Group1,2240.0,48.0,2192.0,2100.0,65.625,7102.8744600043865,365.3333333333333,6737.5411266710535,3.240362436133388,51168.0,45728.0,1455.0625,1130.15625,324.90625,6,44.82056451612903,1404.3870967741937,Extra
exp1,2,18,Group2,613.0,48.0,565.0,561.0,17.53125,7102.8744600043865,94.16666666666666,7008.7077933377195,12.571459221246702,51168.0,45728.0,1455.0625,1130.15625,324.90625,6,46.371975806451616,1456.8709677419354,Extra
exp1,2,20,Group2,613.0,48.0,565.0,561.0,17.53125,9413.168665996636,94.16666666666666,9319.00199932997,16.660475515038293,51168.0,45728.0,1455.0625,1130.15625,324.90625,6,46.371975806451616,1456.8709677419354,Extra
exp1,2,31,Group2,812.0,48.0,764.0,568.0,17.75,9413.168665996636,127.33333333333333,9285.835332663302,12.320901395283554,51168.0,45728.0,1455.0625,1130.15625,324.90625,6,46.36491935483871,1450.4516129032259,Extra
exp1,2,24,Group2,613.0,32.0,581.0,561.0,17.53125,3238.3888869953807,96.83333333333333,3141.5555536620473,5.573819082608228,51168.0,45728.0,1455.0625,1130.15625,324.90625,6,46.371975806451616,1456.3548387096773,Extra
exp1,2,29,Group2,811.0,48.0,763.0,567.0,17.71875,9413.168665996636,127.16666666666666,9286.00199932997,12.337049365657453,51168.0,45728.0,1455.0625,1130.15625,324.90625,6,46.36592741935484,1450.483870967742,Extra
exp1,3,9,Group1,4554.0,2240.0,2314.0,4290.0,134.0625,18155.51668300759,385.66666666666663,17769.850016340923,7.84594497969213,98035.0,47059.0,2881.0,2224.09375,656.90625,6,88.61088709677419,1443.3870967741937,Extra
exp1,3,14,Group1,4554.0,2240.0,2314.0,4290.0,134.0625,10044.01651500666,385.66666666666663,9658.349848339994,4.340543005620856,98035.0,47059.0,2881.0,2224.09375,656.90625,6,88.61088709677419,1443.3870967741937,Extra
exp1,3,32,Group2,1571.0,800.0,771.0,1325.0,41.40625,18155.51668300759,128.5,18027.01668300759,23.54801126200725,98035.0,47059.0,2881.0,2224.09375,656.90625,6,91.59979838709677,1493.1612903225807,Extra
exp1,3,29,Group2,1571.0,800.0,771.0,1325.0,41.40625,19591.160259005846,128.5,19462.660259005846,25.41006518677801,98035.0,47059.0,2881.0,2224.09375,656.90625,6,91.59979838709677,1493.1612903225807,Extra
exp1,3,15,Group1,4553.0,2224.0,2329.0,4289.0,134.03125,18155.51668300759,388.16666666666663,17767.350016340923,7.795412916705707,98035.0,47059.0,2881.0,2224.09375,656.90625,6,88.61189516129032,1442.9032258064517,Extra
exp1,3,28,Group2,2204.0,1680.0,524.0,2199.0,68.71875,18155.51668300759,87.33333333333333,18068.18334967426,34.647932601159525,98035.0,47059.0,2881.0,2224.09375,656.90625,6,90.71875,1501.1290322580646,Extra
exp1,3,24,Group2,1269.0,608.0,661.0,1127.0,35.21875,290.0193060049787,110.16666666666666,179.85263933831206,0.4387584054538256,98035.0,47059.0,2881.0,2224.09375,656.90625,6,91.79939516129032,1496.7096774193549,Extra
exp1,3,22,Group2,1270.0,608.0,662.0,1128.0,35.25,10044.01651500666,110.33333333333333,9933.683181673327,15.172230385206436,98035.0,47059.0,2881.0,2224.09375,656.90625,6,91.79838709677419,1496.6774193548388,Extra
exp1,3,6,Group1,5103.0,2912.0,2191.0,4972.0,155.375,10044.01651500666,365.16666666666663,9678.849848339994,4.584215661801306,98035.0,47059.0,2881.0,2224.09375,656.90625,6,87.92338709677419,1447.3548387096773,Extra
exp1,3,30,Group2,1571.0,800.0,771.0,1325.0,41.40625,10044.01651500666,128.5,9915.51651500666,13.027258774327706,98035.0,47059.0,2881.0,2224.09375,656.90625,6,91.59979838709677,1493.1612903225807,Extra
exp1,3,27,Group2,2257.0,1728.0,529.0,2250.0,70.3125,10044.01651500666,88.16666666666666,9955.849848339994,18.98679870511656,98035.0,47059.0,2881.0,2224.09375,656.90625,6,90.66733870967742,1500.967741935484,Extra
exp1,3,17,Group2,1269.0,608.0,661.0,1127.0,35.21875,19591.160259005846,110.16666666666666,19480.99359233918,29.63866907565181,98035.0,47059.0,2881.0,2224.09375,656.90625,6,91.79939516129032,1496.7096774193549,Extra
exp1,3,12,Group1,4553.0,2224.0,2329.0,4289.0,134.03125,10044.01651500666,388.16666666666663,9655.849848339994,4.312587597684268,98035.0,47059.0,2881.0,2224.09375,656.90625,6,88.61189516129032,1442.9032258064517,Extra
exp1,3,31,Group2,1572.0,800.0,772.0,1326.0,41.4375,646.8679199897451,128.66666666666666,518.2012533230785,0.8379118134582191,98035.0,47059.0,2881.0,2224.09375,656.90625,6,91.59879032258064,1493.1290322580646,Extra
exp1,3,26,Group2,1269.0,608.0,661.0,1127.0,35.21875,10044.01651500666,110.16666666666666,9933.849848339994,15.195183835108413,98035.0,47059.0,2881.0,2224.09375,656.90625,6,91.79939516129032,1496.7096774193549,Extra
exp1,3,21,Group2,1269.0,608.0,661.0,1127.0,35.21875,10044.01651500666,110.16666666666666,9933.849848339994,15.195183835108413,98035.0,47059.0,2881.0,2224.09375,656.90625,6,91.79939516129032,1496.7096774193549,Extra
exp1,3,11,Group1,4554.0,2240.0,2314.0,4290.0,134.0625,19591.160259005846,385.66666666666663,19205.49359233918,8.466361391100193,98035.0,47059.0,2881.0,2224.09375,656.90625,6,88.61088709677419,1443.3870967741937,Extra
exp1,3,3,Group1,4866.0,2544.0,2322.0,4599.0,143.71875,19591.160259005846,387.0,19204.160259005846,8.437192187341019,98035.0,47059.0,2881.0,2224.09375,656.90625,6,88.29939516129032,1443.1290322580646,Extra
exp1,3,23,Group2,1269.0,608.0,661.0,1127.0,35.21875,10044.01651500666,110.16666666666666,9933.849848339994,15.195183835108413,98035.0,47059.0,2881.0,2224.09375,656.90625,6,91.79939516129032,1496.7096774193549,Extra
exp1,3,5,Group1,4543.0,2352.0,2191.0,4417.0,138.03125,10044.01651500666,365.16666666666663,9678.849848339994,4.584215661801306,98035.0,47059.0,2881.0,2224.09375,656.90625,6,88.48286290322581,1447.3548387096773,Extra
exp1,3,25,Group2,1269.0,608.0,661.0,1127.0,35.21875,646.8679199897451,110.16666666666666,536.7012533230785,0.9786201512704162,98035.0,47059.0,2881.0,2224.09375,656.90625,6,91.79939516129032,1496.7096774193549,Extra
exp1,3,20,Group2,1269.0,608.0,661.0,1127.0,35.21875,19591.160259005846,110.16666666666666,19480.99359233918,29.63866907565181,98035.0,47059.0,2881.0,2224.09375,656.90625,6,91.79939516129032,1496.7096774193549,Extra
exp1,3,16,Group1,4340.0,2144.0,2196.0,4198.0,131.1875,19591.160259005846,366.0,19225.160259005846,8.921293378417962,98035.0,47059.0,2881.0,2224.09375,656.90625,6,88.70362903225806,1447.1935483870968,Extra
exp1,3,19,Group2,1268.0,608.0,660.0,1126.0,35.1875,19591.160259005846,110.0,19481.160259005846,29.683576150008857,98035.0,47059.0,2881.0,2224.09375,656.90625,6,91.80040322580645,1496.741935483871,Extra
exp1,3,1,Group1,4867.0,2720.0,2147.0,4781.0,149.40625,19975.749916004133,357.8333333333333,19617.9165826708,9.30402883838106,98035.0,47059.0,2881.0,2224.09375,656.90625,6,88.11592741935483,1448.774193548387,Extra
exp1,3,18,Group2,1270.0,608.0,662.0,1128.0,35.25,19591.160259005846,110.33333333333333,19480.826925672514,29.59389767221427,98035.0,47059.0,2881.0,2224.09375,656.90625,6,91.79838709677419,1496.6774193548388,Extra
exp1,3,7,Group1,4554.0,2240.0,2314.0,4290.0,134.0625,19591.160259005846,385.66666666666663,19205.49359233918,8.466361391100193,98035.0,47059.0,2881.0,2224.09375,656.90625,6,88.61088709677419,1443.3870967741937,Extra
exp1,3,2,Group1,5029.0,2944.0,2085.0,4997.0,156.15625,18155.51668300759,347.5,17808.01668300759,8.70768186235376,98035.0,47059.0,2881.0,2224.09375,656.90625,6,87.89818548387096,1450.774193548387,Extra
exp1,3,10,Group1,4554.0,2240.0,2314.0,4290.0,134.0625,27815.084180008853,385.66666666666663,27429.417513342185,12.020347528093714,98035.0,47059.0,2881.0,2224.09375,656.90625,6,88.61088709677419,1443.3870967741937,Extra
exp1,3,13,Group1,4554.0,2240.0,2314.0,4290.0,134.0625,18155.51668300759,385.66666666666663,17769.850016340923,7.84594497969213,98035.0,47059.0,2881.0,2224.09375,656.90625,6,88.61088709677419,1443.3870967741937,Extra
exp1,3,4,Group1,4866.0,2544.0,2322.0,4599.0,143.71875,19591.160259005846,387.0,19204.160259005846,8.437192187341019,98035.0,47059.0,2881.0,2224.09375,656.90625,6,88.29939516129032,1443.1290322580646,Extra
exp1,3,8,Group1,4554.0,2240.0,2314.0,4290.0,134.0625,10044.01651500666,385.66666666666663,9658.349848339994,4.340543005620856,98035.0,47059.0,2881.0,2224.09375,656.90625,6,88.61088709677419,1443.3870967741937,Extra
exp1,4,8,Group1,6841.0,4544.0,2297.0,6604.0,206.375,31460.37068699661,382.8333333333333,31077.53735366328,13.696286759685073,144687.0,46847.0,4345.625,3356.03125,989.59375,6,133.5241935483871,1437.0967741935483,Extra
exp1,4,20,Group2,2004.0,1264.0,740.0,1784.0,55.75,18155.8684160118,123.33333333333333,18032.535082678467,24.534957318934865,144687.0,46847.0,4345.625,3356.03125,989.59375,6,138.38306451612902,1487.3225806451612,Extra
exp1,4,22,Group2,2005.0,1264.0,741.0,1785.0,55.78125,6145.014487003209,123.5,6021.514487003209,8.292867053985438,144687.0,46847.0,4345.625,3356.03125,989.59375,6,138.3820564516129,1487.2903225806451,Extra
exp1,4,29,Group2,2169.0,1568.0,601.0,2084.0,65.125,6145.014487003209,100.16666666666666,6044.847820336542,10.224649728790697,144687.0,46847.0,4345.625,3356.03125,989.59375,6,138.08064516129033,1491.8064516129032,Extra
exp1,4,30,Group2,2169.0,1568.0,601.0,2084.0,65.125,6145.014487003209,100.16666666666666,6044.847820336542,10.224649728790697,144687.0,46847.0,4345.625,3356.03125,989.59375,6,138.08064516129033,1491.8064516129032,Extra
exp1,4,18,Group2,2005.0,1264.0,741.0,1785.0,55.78125,6145.014487003209,123.5,6021.514487003209,8.292867053985438,144687.0,46847.0,4345.625,3356.03125,989.59375,6,138.3820564516129,1487.2903225806451,Extra
exp1,4,21,Group2,2004.0,1264.0,740.0,1784.0,55.75,31460.37068699661,123.33333333333333,31337.03735366328,42.51401444188731,144687.0,46847.0,4345.625,3356.03125,989.59375,6,138.38306451612902,1487.3225806451612,Extra
exp1,4,27,Group2,2860.0,2256.0,604.0,2771.0,86.59375,33894.0811400098,100.66666666666666,33793.41447334314,56.116028377499674,144687.0,46847.0,4345.625,3356.03125,989.59375,6,137.38810483870967,1491.7096774193549,Extra
exp1,4,23,Group2,2004.0,1264.0,740.0,1784.0,55.75,31460.37068699661,123.33333333333333,31337.03735366328,42.51401444188731,144687.0,46847.0,4345.625,3356.03125,989.59375,6,138.38306451612902,1487.3225806451612,Extra
exp1,4,4,Group1,6925.0,4864.0,2061.0,6915.0,216.09375,18155.8684160118,343.5,17812.3684160118,8.809252021354585,144687.0,46847.0,4345.625,3356.03125,989.59375,6,133.21068548387098,1444.7096774193549,Extra
exp1,4,19,Group2,2002.0,1264.0,738.0,1782.0,55.6875,18155.8684160118,123.0,18032.8684160118,24.60144771817317,144687.0,46847.0,4345.625,3356.03125,989.59375,6,138.38508064516128,1487.3870967741937,Extra
exp1,4,1,Group1,6951.0,4864.0,2087.0,6917.0,216.15625,6145.014487003209,347.8333333333333,5797.181153669876,2.944424766173076,144687.0,46847.0,4345.625,3356.03125,989.59375,6,133.20866935483872,1443.8709677419354,Extra
exp1,4,7,Group1,6841.0,4544.0,2297.0,6604.0,206.375,31460.37068699661,382.8333333333333,31077.53735366328,13.696286759685073,144687.0,46847.0,4345.625,3356.03125,989.59375,6,133.5241935483871,1437.0967741935483,Extra
exp1,4,11,Group1,6840.0,4544.0,2296.0,6603.0,206.34375,31460.37068699661,382.66666666666663,31077.704020329944,13.70225204137483,144687.0,46847.0,4345.625,3356.03125,989.59375,6,133.52520161290323,1437.1290322580646,Extra
exp1,4,26,Group2,2004.0,1264.0,740.0,1784.0,55.75,6145.014487003209,123.33333333333333,6021.681153669876,8.304073631085418,144687.0,46847.0,4345.625,3356.03125,989.59375,6,138.38306451612902,1487.3225806451612,Extra
exp1,4,6,Group1,7181.0,5088.0,2093.0,7151.0,223.46875,18155.8684160118,348.8333333333333,17807.035082678467,8.674566849503965,144687.0,46847.0,4345.625,3356.03125,989.59375,6,132.9727822580645,1443.6774193548388,Extra
exp1,4,5,Group1,6951.0,4544.0,2407.0,6593.0,206.03125,18155.8684160118,401.16666666666663,17754.70174934513,7.542944917329372,144687.0,46847.0,4345.625,3356.03125,989.59375,6,133.5352822580645,1433.5483870967741,Extra
exp1,4,25,Group2,2004.0,1264.0,740.0,1784.0,55.75,18352.4367659993,123.33333333333333,18229.10343266597,24.80059022432338,144687.0,46847.0,4345.625,3356.03125,989.59375,6,138.38306451612902,1487.3225806451612,Extra
exp1,4,16,Group1,6611.0,4336.0,2275.0,6391.0,199.71875,6145.014487003209,379.16666666666663,5765.847820336542,2.7011052690123996,144687.0,46847.0,4345.625,3356.03125,989.59375,6,133.7389112903226,1437.8064516129032,Extra
exp1,4,13,Group1,6841.0,4544.0,2297.0,6604.0,206.375,31460.37068699661,382.8333333333333,31077.53735366328,13.696286759685073,144687.0,46847.0,4345.625,3356.03125,989.59375,6,133.5241935483871,1437.0967741935483,Extra
exp1,4,2,Group1,7274.0,5024.0,2250.0,7078.0,221.1875,18155.8684160118,375.0,17780.8684160118,8.069274851560799,144687.0,46847.0,4345.625,3356.03125,989.59375,6,133.04637096774192,1438.6129032258063,Extra
exp1,4,17,Group2,2004.0,1264.0,740.0,1784.0,55.75,18155.8684160118,123.33333333333333,18032.535082678467,24.534957318934865,144687.0,46847.0,4345.625,3356.03125,989.59375,6,138.38306451612902,1487.3225806451612,Extra
exp1,4,31,Group2,2171.0,1568.0,603.0,2086.0,65.1875,6145.014487003209,100.5,6044.514487003209,10.190737126041807,144687.0,46847.0,4345.625,3356.03125,989.59375,6,138.07862903225808,1491.741935483871,Extra
exp1,4,12,Group1,6840.0,4544.0,2296.0,6603.0,206.34375,34074.779655988095,382.66666666666663,33692.11298932143,14.84093190591816,144687.0,46847.0,4345.625,3356.03125,989.59375,6,133.52520161290323,1437.1290322580646,Extra
